influencer_metric_id,influencer_id,influencer_metric_date,influencer_followers_count,influencer_post_count,influencer_avg_likes,influencer_avg_comments,influencer_engagement_rate
infmet-0749,inf-0125,2026-04-30,16123,114,501.28,157.24,4.08
infmet-0750,inf-0125,2026-05-31,16702,121,402.36,200.23,3.61
infmet-0751,inf-0126,2025-12-31,15463,291,214.39,57.5,1.76
infmet-0752,inf-0126,2026-01-31,15795,292,220.21,62.32,1.79
infmet-0753,inf-0126,2026-02-28,16561,294,242.16,76.38,1.92
infmet-0754,inf-0126,2026-03-31,17176,299,307.4,55.35,2.11
infmet-0755,inf-0126,2026-04-30,18328,306,295.13,97.2,2.14
infmet-0756,inf-0126,2026-05-31,19394,307,360.93,88.71,2.32
infmet-0757,inf-0127,2025-12-31,50282,60,528.36,133.47,1.32
infmet-0758,inf-0127,2026-01-31,51684,64,531.59,179.82,1.38
infmet-0759,inf-0127,2026-02-28,50160,70,428.85,183.79,1.22
infmet-0760,inf-0127,2026-03-31,49924,76,400.63,171.7,1.15
infmet-0761,inf-0127,2026-04-30,48924,85,470.62,159.79,1.29
infmet-0762,inf-0127,2026-05-31,52775,91,423.59,154.87,1.1
infmet-0763,inf-0128,2025-12-31,68133,374,71.9,30.81,0.15
infmet-0764,inf-0128,2026-01-31,71529,376,75.32,32.28,0.15
infmet-0765,inf-0128,2026-02-28,70724,380,80.57,34.53,0.16
infmet-0766,inf-0128,2026-03-31,68893,382,73.09,31.33,0.15
infmet-0767,inf-0128,2026-04-30,73574,387,77.93,33.4,0.15
infmet-0768,inf-0128,2026-05-31,75735,389,56.43,40.0,0.13
infmet-0769,inf-0129,2025-12-31,54155,305,850.85,364.65,2.24
infmet-0770,inf-0129,2026-01-31,56475,307,921.95,395.12,2.33
infmet-0771,inf-0129,2026-02-28,57883,309,950.88,407.52,2.35
infmet-0772,inf-0129,2026-03-31,60445,311,971.7,416.44,2.3
infmet-0773,inf-0129,2026-04-30,65954,315,1048.94,449.54,2.27
infmet-0774,inf-0129,2026-05-31,65933,320,749.26,492.42,1.88
infmet-0775,inf-0130,2025-12-31,15080,318,663.81,93.39,5.02
infmet-0776,inf-0130,2026-01-31,16194,322,793.71,79.09,5.39
infmet-0777,inf-0130,2026-02-28,17244,326,825.4,90.84,5.31
infmet-0778,inf-0130,2026-03-31,18703,331,960.82,160.23,5.99
infmet-0779,inf-0130,2026-04-30,18850,332,972.3,121.78,5.8
infmet-0780,inf-0130,2026-05-31,20399,333,780.39,105.08,4.34
infmet-0781,inf-0131,2025-12-31,80166,12,265.57,113.82,0.47
infmet-0782,inf-0131,2026-01-31,78492,17,274.89,105.71,0.48
infmet-0783,inf-0131,2026-02-28,85272,23,289.52,124.08,0.49
infmet-0784,inf-0131,2026-03-31,91647,28,308.56,132.24,0.48
infmet-0785,inf-0131,2026-04-30,94755,33,377.83,121.38,0.53
infmet-0786,inf-0131,2026-05-31,94942,39,316.09,140.01,0.48
infmet-0787,inf-0132,2025-12-31,55184,278,106.72,30.52,0.25
infmet-0788,inf-0132,2026-01-31,55359,282,108.67,44.48,0.28
infmet-0789,inf-0132,2026-02-28,58530,290,107.16,38.54,0.25
infmet-0790,inf-0132,2026-03-31,58591,293,121.11,38.72,0.27
infmet-0791,inf-0132,2026-04-30,62463,298,114.02,32.46,0.23
infmet-0792,inf-0132,2026-05-31,62906,300,97.45,30.37,0.2
infmet-0793,inf-0133,2025-12-31,79125,262,183.04,78.45,0.33
infmet-0794,inf-0133,2026-01-31,78504,270,166.7,71.44,0.3
infmet-0795,inf-0133,2026-02-28,78496,272,166.84,71.5,0.3
infmet-0796,inf-0133,2026-03-31,85249,275,207.88,89.09,0.35
infmet-0797,inf-0133,2026-04-30,87883,277,182.94,78.4,0.3
infmet-0798,inf-0133,2026-05-31,93353,283,157.21,102.19,0.28
infmet-0799,inf-0134,2025-12-31,12159,70,402.91,134.67,4.42
infmet-0800,inf-0134,2026-01-31,13206,70,472.36,104.51,4.37
infmet-0801,inf-0134,2026-02-28,13485,75,378.69,154.08,3.95
infmet-0802,inf-0134,2026-03-31,13320,82,428.5,102.44,3.99
infmet-0803,inf-0134,2026-04-30,14279,87,436.56,167.89,4.23
infmet-0804,inf-0134,2026-05-31,15226,94,577.35,182.0,4.99
infmet-0805,inf-0135,2025-12-31,56713,46,693.19,297.08,1.75
infmet-0806,inf-0135,2026-01-31,55254,54,750.26,321.54,1.94
infmet-0807,inf-0135,2026-02-28,57167,62,850.86,324.06,2.06
infmet-0808,inf-0135,2026-03-31,56839,65,860.45,368.76,2.16
infmet-0809,inf-0135,2026-04-30,56658,74,901.56,332.95,2.18
infmet-0810,inf-0135,2026-05-31,60724,79,588.61,335.08,1.52
infmet-0811,inf-0136,2025-12-31,43846,429,72.79,28.86,0.23
infmet-0812,inf-0136,2026-01-31,43453,432,75.67,29.56,0.24
infmet-0813,inf-0136,2026-02-28,47747,436,81.28,34.84,0.24
infmet-0814,inf-0136,2026-03-31,51536,436,81.41,34.89,0.23
infmet-0815,inf-0136,2026-04-30,54514,439,76.69,32.87,0.2
infmet-0816,inf-0136,2026-05-31,56034,440,89.24,52.1,0.25
infmet-0817,inf-0137,2025-12-31,46445,279,643.04,275.59,1.98
infmet-0818,inf-0137,2026-01-31,50098,285,663.09,284.18,1.89
infmet-0819,inf-0137,2026-02-28,51105,295,712.84,305.5,1.99
infmet-0820,inf-0137,2026-03-31,55783,300,841.21,360.52,2.15
infmet-0821,inf-0137,2026-04-30,58019,303,1005.7,431.02,2.48
infmet-0822,inf-0137,2026-05-31,61459,305,579.5,565.65,1.86
infmet-0823,inf-0138,2025-12-31,89511,156,720.4,308.74,1.15
infmet-0824,inf-0138,2026-01-31,96987,158,873.33,274.12,1.18
infmet-0825,inf-0138,2026-02-28,94644,158,768.43,329.33,1.16
infmet-0826,inf-0138,2026-03-31,93844,158,858.7,368.01,1.31
infmet-0827,inf-0138,2026-04-30,93271,161,799.13,342.48,1.22
infmet-0828,inf-0138,2026-05-31,99337,163,862.88,417.67,1.29
infmet-0829,inf-0139,2025-12-31,23652,430,741.07,270.22,4.28
infmet-0830,inf-0139,2026-01-31,24330,436,765.09,235.15,4.11
infmet-0831,inf-0139,2026-02-28,24302,440,665.21,197.7,3.55
infmet-0832,inf-0139,2026-03-31,25899,444,707.03,291.75,3.86
infmet-0833,inf-0139,2026-04-30,27858,448,807.49,245.24,3.78
infmet-0834,inf-0139,2026-05-31,27819,451,970.72,372.81,4.83
infmet-0835,inf-0140,2025-12-31,31536,57,548.86,35.95,1.85
infmet-0836,inf-0140,2026-01-31,33931,60,640.42,35.58,1.99
infmet-0837,inf-0140,2026-02-28,34816,65,640.01,44.85,1.97
infmet-0838,inf-0140,2026-03-31,35492,71,643.89,36.35,1.92
infmet-0839,inf-0140,2026-04-30,36164,73,652.77,45.61,1.93
infmet-0840,inf-0140,2026-05-31,38687,75,692.24,51.32,1.92
infmet-0841,inf-0141,2025-12-31,89041,141,503.75,110.52,0.69
infmet-0842,inf-0141,2026-01-31,86604,143,403.21,104.81,0.59
infmet-0843,inf-0141,2026-02-28,89159,145,391.46,78.49,0.53
infmet-0844,inf-0141,2026-03-31,93687,148,371.49,62.12,0.46
infmet-0845,inf-0141,2026-04-30,91318,153,320.17,108.77,0.47
infmet-0846,inf-0141,2026-05-31,99627,158,543.44,136.27,0.68
infmet-0847,inf-0142,2025-12-31,55460,434,927.25,397.39,2.39
infmet-0848,inf-0142,2026-01-31,58196,440,949.66,407.0,2.33
infmet-0849,inf-0142,2026-02-28,61123,440,962.7,412.59,2.25
infmet-0850,inf-0142,2026-03-31,67086,444,1193.32,511.42,2.54
infmet-0851,inf-0142,2026-04-30,66351,444,1056.05,452.59,2.27
infmet-0852,inf-0142,2026-05-31,65455,446,790.31,684.71,2.25
infmet-0853,inf-0143,2025-12-31,44748,465,283.13,82.59,0.82
infmet-0854,inf-0143,2026-01-31,47324,465,311.3,133.41,0.94
infmet-0855,inf-0143,2026-02-28,49186,466,275.74,118.18,0.8
infmet-0856,inf-0143,2026-03-31,48664,470,245.07,105.03,0.72
infmet-0857,inf-0143,2026-04-30,51660,470,280.79,110.29,0.76
infmet-0858,inf-0143,2026-05-31,53923,473,277.34,122.77,0.74
infmet-0859,inf-0144,2025-12-31,17940,222,247.66,106.14,1.97
infmet-0860,inf-0144,2026-01-31,18957,225,299.9,128.53,2.26
infmet-0861,inf-0144,2026-02-28,20562,228,298.21,127.8,2.07
infmet-0862,inf-0144,2026-03-31,21450,230,340.47,145.92,2.27
infmet-0863,inf-0144,2026-04-30,21385,234,305.7,131.01,2.04
infmet-0864,inf-0144,2026-05-31,22396,240,326.37,257.84,2.61
infmet-0865,inf-0145,2025-12-31,49730,343,609.03,76.42,1.38
infmet-0866,inf-0145,2026-01-31,51586,344,732.57,78.68,1.57
infmet-0867,inf-0145,2026-02-28,56164,344,703.93,73.53,1.38
infmet-0868,inf-0145,2026-03-31,55559,346,700.64,89.71,1.42
infmet-0869,inf-0145,2026-04-30,59502,351,715.68,69.09,1.32
infmet-0870,inf-0145,2026-05-31,58905,353,627.56,76.53,1.2
infmet-0871,inf-0146,2025-12-31,40822,363,10.04,2.9,0.03
infmet-0872,inf-0146,2026-01-31,43946,367,35.37,8.58,0.1
infmet-0873,inf-0146,2026-02-28,45517,370,33.1,12.42,0.1
infmet-0874,inf-0146,2026-03-31,49658,373,40.43,10.81,0.1
infmet-0875,inf-0146,2026-04-30,48996,377,35.15,13.85,0.1
infmet-0876,inf-0146,2026-05-31,51671,378,11.59,4.18,0.03
infmet-0877,inf-0147,2025-12-31,70380,329,165.07,70.74,0.34
infmet-0878,inf-0147,2026-01-31,72595,333,157.26,67.36,0.31
infmet-0879,inf-0147,2026-02-28,75730,344,177.98,73.6,0.33
infmet-0880,inf-0147,2026-03-31,78863,346,160.53,68.8,0.29
infmet-0881,inf-0147,2026-04-30,79671,354,175.53,75.23,0.31
infmet-0882,inf-0147,2026-05-31,85793,358,164.63,105.82,0.32
infmet-0883,inf-0148,2025-12-31,5148,212,239.59,102.68,6.65
infmet-0884,inf-0148,2026-01-31,5628,214,259.9,111.39,6.6
infmet-0885,inf-0148,2026-02-28,5978,219,281.92,120.82,6.74
infmet-0886,inf-0148,2026-03-31,6015,223,267.85,114.79,6.36
infmet-0887,inf-0148,2026-04-30,6381,229,253.57,108.67,5.68
infmet-0888,inf-0148,2026-05-31,6822,236,205.49,199.1,5.93
infmet-0889,inf-0149,2025-12-31,28527,121,24.87,10.66,0.12
infmet-0890,inf-0149,2026-01-31,29962,125,25.71,11.02,0.12
infmet-0891,inf-0149,2026-02-28,31813,133,29.34,12.58,0.13
infmet-0892,inf-0149,2026-03-31,34934,139,36.82,15.78,0.15
infmet-0893,inf-0149,2026-04-30,34931,149,36.38,15.59,0.15
infmet-0894,inf-0149,2026-05-31,35036,153,19.62,18.42,0.11
infmet-0895,inf-0150,2025-12-31,69514,142,49.07,11.57,0.09
infmet-0896,inf-0150,2026-01-31,68799,142,50.32,18.47,0.1
infmet-0897,inf-0150,2026-02-28,72257,143,55.75,16.51,0.1
infmet-0898,inf-0150,2026-03-31,74744,145,62.24,12.51,0.1
infmet-0899,inf-0150,2026-04-30,78474,146,54.93,23.54,0.1
infmet-0900,inf-0150,2026-05-31,84106,147,66.45,20.5,0.1
infmet-0901,inf-0151,2025-12-31,4251,53,445.25,190.82,14.96
infmet-0902,inf-0151,2026-01-31,4461,54,503.82,215.92,16.13
infmet-0903,inf-0151,2026-02-28,4523,55,482.67,206.86,15.24
infmet-0904,inf-0151,2026-03-31,4921,55,478.71,205.16,13.9
infmet-0905,inf-0151,2026-04-30,5329,58,511.18,219.08,13.7
infmet-0906,inf-0151,2026-05-31,5670,60,417.3,326.42,13.12
infmet-0907,inf-0152,2025-12-31,31345,472,78.03,7.01,0.27
infmet-0908,inf-0152,2026-01-31,31455,475,77.55,11.4,0.28
infmet-0909,inf-0152,2026-02-28,32107,483,87.04,8.55,0.3
infmet-0910,inf-0152,2026-03-31,31493,486,81.31,7.71,0.28
infmet-0911,inf-0152,2026-04-30,30743,493,80.34,10.38,0.3
infmet-0912,inf-0152,2026-05-31,31681,495,67.8,7.66,0.24
infmet-0913,inf-0153,2025-12-31,75850,387,740.46,317.34,1.39
infmet-0914,inf-0153,2026-01-31,76243,392,675.75,289.61,1.27
infmet-0915,inf-0153,2026-02-28,80629,398,723.57,310.1,1.28
infmet-0916,inf-0153,2026-03-31,79882,405,637.05,273.02,1.14
infmet-0917,inf-0153,2026-04-30,84053,413,708.3,303.56,1.2
infmet-0918,inf-0153,2026-05-31,86463,421,737.0,692.77,1.65
infmet-0919,inf-0154,2025-12-31,69099,142,890.51,243.08,1.64
infmet-0920,inf-0154,2026-01-31,70408,144,980.32,223.09,1.71
infmet-0921,inf-0154,2026-02-28,75407,145,993.02,386.73,1.83
infmet-0922,inf-0154,2026-03-31,73702,152,1087.93,346.27,1.95
infmet-0923,inf-0154,2026-04-30,79568,152,1363.46,351.39,2.16
infmet-0924,inf-0154,2026-05-31,85053,155,883.72,318.04,1.41
infmet-0925,inf-0155,2025-12-31,32610,450,761.23,296.04,3.24
infmet-0926,inf-0155,2026-01-31,32955,460,714.5,224.51,2.85
infmet-0927,inf-0155,2026-02-28,35891,463,700.78,226.34,2.58
infmet-0928,inf-0155,2026-03-31,35080,469,569.78,221.3,2.26
infmet-0929,inf-0155,2026-04-30,34348,474,607.17,191.61,2.33
infmet-0930,inf-0155,2026-05-31,34799,478,807.2,223.35,2.96
infmet-0931,inf-0156,2025-12-31,22978,318,647.0,277.29,4.02
infmet-0932,inf-0156,2026-01-31,25088,323,754.52,323.37,4.3
infmet-0933,inf-0156,2026-02-28,25990,330,867.02,371.58,4.77
infmet-0934,inf-0156,2026-03-31,25225,335,751.45,322.05,4.26
infmet-0935,inf-0156,2026-04-30,25664,340,715.98,306.85,3.99
infmet-0936,inf-0156,2026-05-31,27787,352,736.31,677.73,5.09
infmet-0937,inf-0157,2025-12-31,24098,50,47.64,10.34,0.24
infmet-0938,inf-0157,2026-01-31,25761,55,43.78,10.06,0.21
infmet-0939,inf-0157,2026-02-28,28109,58,43.17,8.7,0.18
infmet-0940,inf-0157,2026-03-31,27830,62,39.46,5.66,0.16
infmet-0941,inf-0157,2026-04-30,27336,63,34.61,7.74,0.15
infmet-0942,inf-0157,2026-05-31,28488,64,76.68,14.51,0.32
infmet-0943,inf-0158,2025-12-31,11632,466,34.48,13.64,0.41
infmet-0944,inf-0158,2026-01-31,12511,474,32.91,14.1,0.38
infmet-0945,inf-0158,2026-02-28,12582,481,35.52,13.87,0.39
infmet-0946,inf-0158,2026-03-31,12745,485,35.09,14.69,0.39
infmet-0947,inf-0158,2026-04-30,12828,493,35.02,14.17,0.38
infmet-0948,inf-0158,2026-05-31,12465,498,30.15,17.67,0.38
infmet-0949,inf-0159,2025-12-31,10711,289,651.53,279.23,8.69
infmet-0950,inf-0159,2026-01-31,11174,293,757.06,324.45,9.68
infmet-0951,inf-0159,2026-02-28,12144,296,816.01,349.72,9.6
infmet-0952,inf-0159,2026-03-31,12288,303,942.44,403.9,10.96
infmet-0953,inf-0159,2026-04-30,12487,308,972.94,416.97,11.13
infmet-0954,inf-0159,2026-05-31,12575,315,517.03,432.6,7.55
infmet-0955,inf-0160,2025-12-31,59811,27,469.41,133.02,1.01
infmet-0956,inf-0160,2026-01-31,58575,33,516.4,153.5,1.14
infmet-0957,inf-0160,2026-02-28,62119,39,488.98,144.76,1.02
infmet-0958,inf-0160,2026-03-31,60896,44,535.47,171.47,1.16
infmet-0959,inf-0160,2026-04-30,59409,50,566.37,142.91,1.19
infmet-0960,inf-0160,2026-05-31,61993,59,437.46,111.77,0.89
infmet-0961,inf-0161,2025-12-31,40497,225,90.16,38.64,0.32
infmet-0962,inf-0161,2026-01-31,40733,226,88.87,38.09,0.31
infmet-0963,inf-0161,2026-02-28,39689,228,82.77,35.47,0.3
infmet-0964,inf-0161,2026-03-31,41928,230,93.22,39.95,0.32
infmet-0965,inf-0161,2026-04-30,41244,231,93.87,40.23,0.33
infmet-0966,inf-0161,2026-05-31,41743,233,106.94,59.58,0.4
infmet-0967,inf-0162,2025-12-31,51429,344,158.73,68.03,0.44
infmet-0968,inf-0162,2026-01-31,56568,346,152.15,65.21,0.38
infmet-0969,inf-0162,2026-02-28,56753,346,172.5,73.93,0.43
infmet-0970,inf-0162,2026-03-31,57405,346,197.35,84.58,0.49
infmet-0971,inf-0162,2026-04-30,62716,346,218.59,93.68,0.5
infmet-0972,inf-0162,2026-05-31,61050,351,130.03,123.54,0.42
infmet-0973,inf-0163,2025-12-31,48914,0,289.08,123.89,0.84
infmet-0974,inf-0163,2026-01-31,52542,1,351.9,150.81,0.96
infmet-0975,inf-0163,2026-02-28,55799,1,348.48,149.35,0.89
infmet-0976,inf-0163,2026-03-31,57273,2,306.85,131.51,0.77
infmet-0977,inf-0163,2026-04-30,55648,3,275.13,117.91,0.71
infmet-0978,inf-0163,2026-05-31,56230,3,300.22,248.57,0.98
infmet-0979,inf-0164,2025-12-31,30017,233,203.89,80.17,0.95
infmet-0980,inf-0164,2026-01-31,31079,238,187.5,65.4,0.81
infmet-0981,inf-0164,2026-02-28,30565,244,155.53,64.55,0.72
infmet-0982,inf-0164,2026-03-31,30274,248,135.28,52.53,0.62
infmet-0983,inf-0164,2026-04-30,32600,253,134.31,57.56,0.59
infmet-0984,inf-0164,2026-05-31,33064,256,237.77,93.85,1.0
infmet-0985,inf-0165,2025-12-31,48230,325,924.93,396.4,2.74
infmet-0986,inf-0165,2026-01-31,48756,331,861.31,288.62,2.36
infmet-0987,inf-0165,2026-02-28,51074,336,933.07,399.89,2.61
infmet-0988,inf-0165,2026-03-31,53427,339,877.43,376.04,2.35
infmet-0989,inf-0165,2026-04-30,54229,344,892.53,382.51,2.35
infmet-0990,inf-0165,2026-05-31,54844,350,810.92,447.24,2.29
infmet-0991,inf-0166,2025-12-31,26823,294,379.89,162.81,2.02
infmet-0992,inf-0166,2026-01-31,28408,297,477.31,131.71,2.14
infmet-0993,inf-0166,2026-02-28,28304,302,538.93,154.17,2.45
infmet-0994,inf-0166,2026-03-31,29504,304,434.18,186.08,2.1
infmet-0995,inf-0166,2026-04-30,32157,305,507.36,217.44,2.25
infmet-0996,inf-0166,2026-05-31,34814,308,610.64,249.83,2.47
infmet-0997,inf-0167,2025-12-31,22598,90,3.48,0.21,0.02
infmet-0998,inf-0167,2026-01-31,24307,92,22.81,1.5,0.1
infmet-0999,inf-0167,2026-02-28,26352,96,25.33,1.02,0.1
infmet-1000,inf-0167,2026-03-31,28669,98,26.84,1.83,0.1
infmet-1001,inf-0167,2026-04-30,29760,103,27.85,1.91,0.1
infmet-1002,inf-0167,2026-05-31,32095,107,4.86,0.27,0.02
infmet-1003,inf-0168,2025-12-31,41223,299,418.79,90.13,1.23
infmet-1004,inf-0168,2026-01-31,40449,305,471.11,100.86,1.41
infmet-1005,inf-0168,2026-02-28,42015,311,472.84,76.34,1.31
infmet-1006,inf-0168,2026-03-31,41597,315,375.47,99.07,1.14
infmet-1007,inf-0168,2026-04-30,42526,317,410.43,83.73,1.16
infmet-1008,inf-0168,2026-05-31,44893,319,430.8,105.94,1.2
infmet-1009,inf-0169,2025-12-31,83788,41,779.12,333.91,1.33
infmet-1010,inf-0169,2026-01-31,88671,45,709.52,304.08,1.14
infmet-1011,inf-0169,2026-02-28,89892,52,825.22,353.66,1.31
infmet-1012,inf-0169,2026-03-31,97467,58,970.53,415.94,1.42
infmet-1013,inf-0169,2026-04-30,99160,62,1117.0,478.71,1.61
infmet-1014,inf-0169,2026-05-31,96706,66,910.96,796.77,1.77
infmet-1015,inf-0170,2025-12-31,42063,233,476.25,188.47,1.58
infmet-1016,inf-0170,2026-01-31,42448,237,465.5,187.09,1.54
infmet-1017,inf-0170,2026-02-28,44594,247,531.76,164.66,1.56
infmet-1018,inf-0170,2026-03-31,47853,251,571.25,160.89,1.53
infmet-1019,inf-0170,2026-04-30,51091,255,638.84,219.46,1.68
infmet-1020,inf-0170,2026-05-31,51472,260,612.52,180.55,1.54
infmet-1021,inf-0171,2025-12-31,57650,459,719.52,308.36,1.78
infmet-1022,inf-0171,2026-01-31,61512,464,682.3,292.42,1.58
infmet-1023,inf-0171,2026-02-28,65075,470,790.33,338.71,1.73
infmet-1024,inf-0171,2026-03-31,69465,471,898.58,385.11,1.85
infmet-1025,inf-0171,2026-04-30,73702,481,1027.27,440.26,1.99
infmet-1026,inf-0171,2026-05-31,76885,487,666.66,630.93,1.69
infmet-1027,inf-0172,2025-12-31,40962,214,201.95,86.55,0.7
infmet-1028,inf-0172,2026-01-31,43361,215,240.64,103.13,0.79
infmet-1029,inf-0172,2026-02-28,46626,220,278.59,119.39,0.85
infmet-1030,inf-0172,2026-03-31,48237,222,297.67,127.57,0.88
infmet-1031,inf-0172,2026-04-30,50346,225,280.13,120.06,0.79
infmet-1032,inf-0172,2026-05-31,53536,225,156.84,148.57,0.57
infmet-1033,inf-0173,2025-12-31,10853,246,260.5,111.64,3.43
infmet-1034,inf-0173,2026-01-31,11709,249,305.95,131.12,3.73
infmet-1035,inf-0173,2026-02-28,11591,252,278.18,119.22,3.43
infmet-1036,inf-0173,2026-03-31,11407,261,281.33,120.57,3.52
infmet-1037,inf-0173,2026-04-30,11706,268,258.78,110.9,3.16
infmet-1038,inf-0173,2026-05-31,12125,280,195.73,181.46,3.11
infmet-1039,inf-0174,2025-12-31,63090,386,213.73,91.6,0.48
infmet-1040,inf-0174,2026-01-31,68185,392,251.72,107.88,0.53
infmet-1041,inf-0174,2026-02-28,67154,395,247.79,106.19,0.53
infmet-1042,inf-0174,2026-03-31,73849,398,307.3,131.7,0.59
infmet-1043,inf-0174,2026-04-30,76242,402,354.33,115.59,0.62
infmet-1044,inf-0174,2026-05-31,78623,405,295.69,128.8,0.54
infmet-1045,inf-0175,2025-12-31,74961,403,267.35,114.58,0.51
infmet-1046,inf-0175,2026-01-31,75702,404,295.92,126.82,0.56
infmet-1047,inf-0175,2026-02-28,81670,406,312.18,110.59,0.52
infmet-1048,inf-0175,2026-03-31,84347,408,328.13,140.63,0.56
infmet-1049,inf-0175,2026-04-30,91255,410,309.6,132.69,0.48
infmet-1050,inf-0175,2026-05-31,98153,413,384.31,147.96,0.54
infmet-1051,inf-0176,2025-12-31,56053,157,739.91,317.1,1.89
infmet-1052,inf-0176,2026-01-31,60229,161,883.16,378.5,2.09
infmet-1053,inf-0176,2026-02-28,60713,169,992.5,425.36,2.34
infmet-1054,inf-0176,2026-03-31,65043,172,1207.24,517.39,2.65
infmet-1055,inf-0176,2026-04-30,67186,175,1223.94,524.54,2.6
infmet-1056,inf-0176,2026-05-31,68581,184,601.49,432.91,1.51
infmet-1057,inf-0177,2025-12-31,72776,464,705.02,102.77,1.11
infmet-1058,inf-0177,2026-01-31,76799,468,656.36,109.08,1.0
infmet-1059,inf-0177,2026-02-28,76749,473,596.1,127.66,0.94
infmet-1060,inf-0177,2026-03-31,76432,476,688.41,132.75,1.07
infmet-1061,inf-0177,2026-04-30,76588,479,723.12,129.79,1.11
infmet-1062,inf-0177,2026-05-31,75716,480,766.61,131.93,1.19
infmet-1063,inf-0178,2025-12-31,6341,114,43.29,18.55,0.98
infmet-1064,inf-0178,2026-01-31,6946,117,43.39,18.6,0.89
infmet-1065,inf-0178,2026-02-28,6834,119,46.59,19.97,0.97
infmet-1066,inf-0178,2026-03-31,6798,122,46.82,20.07,0.98
infmet-1067,inf-0178,2026-04-30,7162,123,46.02,19.72,0.92
infmet-1068,inf-0178,2026-05-31,7573,128,32.32,31.07,0.84
infmet-1069,inf-0179,2025-12-31,38465,252,15.49,6.64,0.06
infmet-1070,inf-0179,2026-01-31,38362,256,26.85,11.51,0.1
infmet-1071,inf-0179,2026-02-28,38694,262,27.09,11.61,0.1
infmet-1072,inf-0179,2026-03-31,41855,266,29.3,12.56,0.1
infmet-1073,inf-0179,2026-04-30,41944,273,32.96,14.12,0.11
infmet-1074,inf-0179,2026-05-31,42809,284,16.57,10.87,0.06
infmet-1075,inf-0180,2025-12-31,50676,121,866.19,110.09,1.93
infmet-1076,inf-0180,2026-01-31,51107,123,811.43,107.63,1.8
infmet-1077,inf-0180,2026-02-28,53632,127,755.31,79.92,1.56
infmet-1078,inf-0180,2026-03-31,54533,131,828.59,81.26,1.67
infmet-1079,inf-0180,2026-04-30,56979,133,764.93,91.91,1.5
infmet-1080,inf-0180,2026-05-31,58084,135,950.67,127.22,1.86
infmet-1081,inf-0181,2025-12-31,17509,268,328.91,140.96,2.68
infmet-1082,inf-0181,2026-01-31,17194,275,316.21,135.52,2.63
infmet-1083,inf-0181,2026-02-28,18020,280,369.52,158.36,2.93
infmet-1084,inf-0181,2026-03-31,17571,284,332.64,142.56,2.7
infmet-1085,inf-0181,2026-04-30,17915,287,346.69,148.58,2.76
infmet-1086,inf-0181,2026-05-31,18810,296,352.57,309.89,3.52
infmet-1087,inf-0182,2025-12-31,34620,168,46.98,16.24,0.18
infmet-1088,inf-0182,2026-01-31,36977,174,46.91,20.11,0.18
infmet-1089,inf-0182,2026-02-28,40637,179,53.7,23.01,0.19
infmet-1090,inf-0182,2026-03-31,43424,183,57.63,24.7,0.19
infmet-1091,inf-0182,2026-04-30,47019,187,76.12,22.42,0.21
infmet-1092,inf-0182,2026-05-31,50096,189,55.21,20.2,0.15
infmet-1093,inf-0183,2025-12-31,62238,0,287.06,2.9,0.47
infmet-1094,inf-0183,2026-01-31,65057,5,274.07,2.77,0.43
infmet-1095,inf-0183,2026-02-28,67956,6,259.57,2.62,0.39
infmet-1096,inf-0183,2026-03-31,73929,8,312.58,3.16,0.43
infmet-1097,inf-0183,2026-04-30,80709,10,342.35,3.46,0.43
infmet-1098,inf-0183,2026-05-31,86229,10,408.23,2.52,0.48
infmet-1099,inf-0184,2025-12-31,36162,102,191.56,55.31,0.68
infmet-1100,inf-0184,2026-01-31,37261,103,204.14,87.49,0.78
infmet-1101,inf-0184,2026-02-28,39782,104,206.63,88.56,0.74
infmet-1102,inf-0184,2026-03-31,40920,106,192.95,73.19,0.65
infmet-1103,inf-0184,2026-04-30,42414,111,178.54,76.52,0.6
infmet-1104,inf-0184,2026-05-31,41609,112,236.72,103.79,0.82
infmet-1105,inf-0185,2025-12-31,31772,148,356.17,16.48,1.17
infmet-1106,inf-0185,2026-01-31,34092,152,420.41,19.77,1.29
infmet-1107,inf-0185,2026-02-28,36694,153,520.68,14.63,1.46
infmet-1108,inf-0185,2026-03-31,38840,157,503.43,16.64,1.34
infmet-1109,inf-0185,2026-04-30,42528,162,551.11,22.59,1.35
infmet-1110,inf-0185,2026-05-31,46448,163,661.3,24.12,1.48
infmet-1111,inf-0186,2025-12-31,2882,61,833.94,357.4,41.34
infmet-1112,inf-0186,2026-01-31,3040,65,425.6,182.4,20.0
infmet-1113,inf-0186,2026-02-28,3171,70,418.95,179.55,18.87
infmet-1114,inf-0186,2026-03-31,3139,73,374.69,160.58,17.05
infmet-1115,inf-0186,2026-04-30,3054,76,312.06,133.74,14.6
infmet-1116,inf-0186,2026-05-31,3091,80,909.41,776.81,54.55
infmet-1117,inf-0187,2025-12-31,42128,167,1101.2,471.94,3.73
infmet-1118,inf-0187,2026-01-31,43001,172,1136.95,487.27,3.78
infmet-1119,inf-0187,2026-02-28,44120,180,1002.44,429.62,3.25
infmet-1120,inf-0187,2026-03-31,43150,189,1045.97,448.27,3.46
infmet-1121,inf-0187,2026-04-30,45020,196,1106.02,474.01,3.51
infmet-1122,inf-0187,2026-05-31,44474,201,785.39,773.54,3.51
infmet-1123,inf-0188,2025-12-31,23953,125,76.46,26.19,0.43
infmet-1124,inf-0188,2026-01-31,25369,126,85.1,28.59,0.45
