influencer_follower_demo_id,influencer_id,collected_date,influencer_follower_gender,influencer_follower_age_group,engagement_type,engaged_follower_count,engaged_follower_ratio
inffol-2007,inf-0103,2026-06-01,남성,20대,like,150,8.1
inffol-2008,inf-0103,2026-06-01,남성,30대,like,138,7.45
inffol-2009,inf-0103,2026-06-01,남성,40대,like,30,1.62
inffol-2010,inf-0103,2026-06-01,남성,50대,like,59,3.19
inffol-2011,inf-0103,2026-06-01,남성,60대+,like,61,3.29
inffol-2012,inf-0103,2026-06-01,여성,10대,like,20,1.08
inffol-2013,inf-0103,2026-06-01,여성,20대,like,176,9.5
inffol-2014,inf-0103,2026-06-01,여성,30대,like,146,7.88
inffol-2015,inf-0103,2026-06-01,여성,40대,like,41,2.21
inffol-2016,inf-0103,2026-06-01,여성,50대,like,67,3.62
inffol-2017,inf-0103,2026-06-01,여성,60대+,like,46,2.48
inffol-2018,inf-0103,2026-06-01,남성,10대,comment,27,1.46
inffol-2019,inf-0103,2026-06-01,남성,20대,comment,135,7.29
inffol-2020,inf-0103,2026-06-01,남성,30대,comment,128,6.91
inffol-2021,inf-0103,2026-06-01,남성,40대,comment,34,1.84
inffol-2022,inf-0103,2026-06-01,남성,50대,comment,58,3.13
inffol-2023,inf-0103,2026-06-01,남성,60대+,comment,48,2.59
inffol-2024,inf-0103,2026-06-01,여성,10대,comment,30,1.62
inffol-2025,inf-0103,2026-06-01,여성,20대,comment,156,8.42
inffol-2026,inf-0103,2026-06-01,여성,30대,comment,129,6.97
inffol-2027,inf-0103,2026-06-01,여성,40대,comment,42,2.27
inffol-2028,inf-0103,2026-06-01,여성,50대,comment,68,3.67
inffol-2029,inf-0103,2026-06-01,여성,60대+,comment,42,2.27
inffol-2030,inf-0104,2026-06-01,남성,10대,like,16,1.15
inffol-2031,inf-0104,2026-06-01,남성,20대,like,115,8.28
inffol-2032,inf-0104,2026-06-01,남성,30대,like,86,6.19
inffol-2033,inf-0104,2026-06-01,남성,40대,like,47,3.38
inffol-2034,inf-0104,2026-06-01,남성,50대,like,39,2.81
inffol-2035,inf-0104,2026-06-01,여성,10대,like,25,1.8
inffol-2036,inf-0104,2026-06-01,여성,20대,like,250,18.0
inffol-2037,inf-0104,2026-06-01,여성,30대,like,128,9.22
inffol-2038,inf-0104,2026-06-01,여성,40대,like,62,4.46
inffol-2039,inf-0104,2026-06-01,여성,50대,like,59,4.25
inffol-2040,inf-0104,2026-06-01,남성,10대,comment,11,0.79
inffol-2041,inf-0104,2026-06-01,남성,20대,comment,100,7.2
inffol-2042,inf-0104,2026-06-01,남성,30대,comment,56,4.03
inffol-2043,inf-0104,2026-06-01,남성,40대,comment,26,1.87
inffol-2044,inf-0104,2026-06-01,남성,50대,comment,12,0.86
inffol-2045,inf-0104,2026-06-01,여성,10대,comment,15,1.08
inffol-2046,inf-0104,2026-06-01,여성,20대,comment,163,11.74
inffol-2047,inf-0104,2026-06-01,여성,30대,comment,97,6.98
inffol-2048,inf-0104,2026-06-01,여성,40대,comment,44,3.17
inffol-2049,inf-0104,2026-06-01,여성,50대,comment,38,2.74
inffol-2050,inf-0105,2026-06-01,남성,10대,like,84,6.67
inffol-2051,inf-0105,2026-06-01,남성,20대,like,102,8.1
inffol-2052,inf-0105,2026-06-01,남성,30대,like,79,6.27
inffol-2053,inf-0105,2026-06-01,남성,40대,like,16,1.27
inffol-2054,inf-0105,2026-06-01,여성,10대,like,116,9.21
inffol-2055,inf-0105,2026-06-01,여성,20대,like,181,14.37
inffol-2056,inf-0105,2026-06-01,여성,30대,like,127,10.08
inffol-2057,inf-0105,2026-06-01,여성,40대,like,41,3.25
inffol-2058,inf-0105,2026-06-01,여성,50대,like,4,0.32
inffol-2059,inf-0105,2026-06-01,남성,10대,comment,57,4.52
inffol-2060,inf-0105,2026-06-01,남성,20대,comment,76,6.03
inffol-2061,inf-0105,2026-06-01,남성,30대,comment,41,3.25
inffol-2062,inf-0105,2026-06-01,남성,40대,comment,11,0.87
inffol-2063,inf-0105,2026-06-01,여성,10대,comment,98,7.78
inffol-2064,inf-0105,2026-06-01,여성,20대,comment,124,9.84
inffol-2065,inf-0105,2026-06-01,여성,30대,comment,81,6.43
inffol-2066,inf-0105,2026-06-01,여성,40대,comment,22,1.75
inffol-2067,inf-0106,2026-06-01,남성,10대,like,1,0.11
inffol-2068,inf-0106,2026-06-01,남성,20대,like,160,18.31
inffol-2069,inf-0106,2026-06-01,남성,30대,like,107,12.24
inffol-2070,inf-0106,2026-06-01,남성,40대,like,24,2.75
inffol-2071,inf-0106,2026-06-01,남성,50대,like,40,4.58
inffol-2072,inf-0106,2026-06-01,여성,20대,like,99,11.33
inffol-2073,inf-0106,2026-06-01,여성,30대,like,70,8.01
inffol-2074,inf-0106,2026-06-01,여성,40대,like,18,2.06
inffol-2075,inf-0106,2026-06-01,여성,50대,like,35,4.0
inffol-2076,inf-0106,2026-06-01,남성,20대,comment,75,8.58
inffol-2077,inf-0106,2026-06-01,남성,30대,comment,58,6.64
inffol-2078,inf-0106,2026-06-01,남성,40대,comment,23,2.63
inffol-2079,inf-0106,2026-06-01,남성,50대,comment,27,3.09
inffol-2080,inf-0106,2026-06-01,여성,20대,comment,59,6.75
inffol-2081,inf-0106,2026-06-01,여성,30대,comment,51,5.84
inffol-2082,inf-0106,2026-06-01,여성,40대,comment,10,1.14
inffol-2083,inf-0106,2026-06-01,여성,50대,comment,17,1.95
inffol-2084,inf-0107,2026-06-01,남성,10대,like,1,0.13
inffol-2085,inf-0107,2026-06-01,남성,20대,like,99,12.69
inffol-2086,inf-0107,2026-06-01,남성,30대,like,24,3.08
inffol-2087,inf-0107,2026-06-01,남성,40대,like,25,3.21
inffol-2088,inf-0107,2026-06-01,남성,50대,like,21,2.69
inffol-2089,inf-0107,2026-06-01,남성,60대+,like,20,2.56
inffol-2090,inf-0107,2026-06-01,여성,10대,like,1,0.13
inffol-2091,inf-0107,2026-06-01,여성,20대,like,267,34.23
inffol-2092,inf-0107,2026-06-01,여성,30대,like,81,10.38
inffol-2093,inf-0107,2026-06-01,여성,40대,like,53,6.79
inffol-2094,inf-0107,2026-06-01,여성,50대,like,44,5.64
inffol-2095,inf-0107,2026-06-01,여성,60대+,like,89,11.41
inffol-2096,inf-0107,2026-06-01,남성,20대,comment,6,0.77
inffol-2097,inf-0107,2026-06-01,남성,40대,comment,2,0.26
inffol-2098,inf-0107,2026-06-01,남성,50대,comment,1,0.13
inffol-2099,inf-0107,2026-06-01,남성,60대+,comment,2,0.26
inffol-2100,inf-0107,2026-06-01,여성,20대,comment,17,2.18
inffol-2101,inf-0107,2026-06-01,여성,30대,comment,10,1.28
inffol-2102,inf-0107,2026-06-01,여성,40대,comment,7,0.9
inffol-2103,inf-0107,2026-06-01,여성,50대,comment,1,0.13
inffol-2104,inf-0107,2026-06-01,여성,60대+,comment,9,1.15
inffol-2105,inf-0108,2026-06-01,남성,10대,like,15,1.94
inffol-2106,inf-0108,2026-06-01,남성,20대,like,80,10.35
inffol-2107,inf-0108,2026-06-01,남성,30대,like,42,5.43
inffol-2108,inf-0108,2026-06-01,남성,40대,like,5,0.65
inffol-2109,inf-0108,2026-06-01,남성,50대,like,1,0.13
inffol-2110,inf-0108,2026-06-01,여성,10대,like,15,1.94
inffol-2111,inf-0108,2026-06-01,여성,20대,like,192,24.84
inffol-2112,inf-0108,2026-06-01,여성,30대,like,78,10.09
inffol-2113,inf-0108,2026-06-01,여성,40대,like,23,2.98
inffol-2114,inf-0108,2026-06-01,여성,50대,like,2,0.26
inffol-2115,inf-0108,2026-06-01,남성,10대,comment,5,0.65
inffol-2116,inf-0108,2026-06-01,남성,20대,comment,59,7.63
inffol-2117,inf-0108,2026-06-01,남성,30대,comment,32,4.14
inffol-2118,inf-0108,2026-06-01,남성,40대,comment,4,0.52
inffol-2119,inf-0108,2026-06-01,남성,50대,comment,3,0.39
inffol-2120,inf-0108,2026-06-01,여성,10대,comment,12,1.55
inffol-2121,inf-0108,2026-06-01,여성,20대,comment,136,17.59
inffol-2122,inf-0108,2026-06-01,여성,30대,comment,49,6.34
inffol-2123,inf-0108,2026-06-01,여성,40대,comment,19,2.46
inffol-2124,inf-0108,2026-06-01,여성,50대,comment,1,0.13
inffol-2125,inf-0109,2026-06-01,남성,10대,like,50,5.97
inffol-2126,inf-0109,2026-06-01,남성,20대,like,104,12.43
inffol-2127,inf-0109,2026-06-01,남성,30대,like,98,11.71
inffol-2128,inf-0109,2026-06-01,남성,40대,like,32,3.82
inffol-2129,inf-0109,2026-06-01,남성,50대,like,5,0.6
inffol-2130,inf-0109,2026-06-01,남성,60대+,like,66,7.89
inffol-2131,inf-0109,2026-06-01,여성,10대,like,23,2.75
inffol-2132,inf-0109,2026-06-01,여성,20대,like,55,6.57
inffol-2133,inf-0109,2026-06-01,여성,30대,like,72,8.6
inffol-2134,inf-0109,2026-06-01,여성,40대,like,27,3.23
inffol-2135,inf-0109,2026-06-01,여성,50대,like,6,0.72
inffol-2136,inf-0109,2026-06-01,여성,60대+,like,38,4.54
inffol-2137,inf-0109,2026-06-01,남성,10대,comment,29,3.46
inffol-2138,inf-0109,2026-06-01,남성,20대,comment,46,5.5
inffol-2139,inf-0109,2026-06-01,남성,30대,comment,39,4.66
inffol-2140,inf-0109,2026-06-01,남성,40대,comment,13,1.55
inffol-2141,inf-0109,2026-06-01,남성,50대,comment,7,0.84
inffol-2142,inf-0109,2026-06-01,남성,60대+,comment,22,2.63
inffol-2143,inf-0109,2026-06-01,여성,10대,comment,18,2.15
inffol-2144,inf-0109,2026-06-01,여성,20대,comment,27,3.23
inffol-2145,inf-0109,2026-06-01,여성,30대,comment,24,2.87
inffol-2146,inf-0109,2026-06-01,여성,40대,comment,14,1.67
inffol-2147,inf-0109,2026-06-01,여성,50대,comment,4,0.48
inffol-2148,inf-0109,2026-06-01,여성,60대+,comment,18,2.15
inffol-2149,inf-0110,2026-06-01,남성,10대,like,1,0.3
inffol-2150,inf-0110,2026-06-01,남성,20대,like,5,1.52
inffol-2151,inf-0110,2026-06-01,남성,30대,like,13,3.94
inffol-2152,inf-0110,2026-06-01,남성,40대,like,2,0.61
inffol-2153,inf-0110,2026-06-01,남성,50대,like,3,0.91
inffol-2154,inf-0110,2026-06-01,여성,10대,like,5,1.52
inffol-2155,inf-0110,2026-06-01,여성,20대,like,11,3.33
inffol-2156,inf-0110,2026-06-01,여성,30대,like,125,37.88
inffol-2157,inf-0110,2026-06-01,여성,40대,like,2,0.61
inffol-2158,inf-0110,2026-06-01,여성,50대,like,6,1.82
inffol-2159,inf-0110,2026-06-01,남성,20대,comment,2,0.61
inffol-2160,inf-0110,2026-06-01,남성,30대,comment,24,7.27
inffol-2161,inf-0110,2026-06-01,남성,50대,comment,2,0.61
inffol-2162,inf-0110,2026-06-01,여성,10대,comment,7,2.12
inffol-2163,inf-0110,2026-06-01,여성,20대,comment,13,3.94
inffol-2164,inf-0110,2026-06-01,여성,30대,comment,96,29.09
inffol-2165,inf-0110,2026-06-01,여성,50대,comment,13,3.94
inffol-2166,inf-0111,2026-06-01,남성,10대,like,1,0.27
inffol-2167,inf-0111,2026-06-01,남성,20대,like,29,7.9
inffol-2168,inf-0111,2026-06-01,남성,30대,like,43,11.72
inffol-2169,inf-0111,2026-06-01,남성,40대,like,4,1.09
inffol-2170,inf-0111,2026-06-01,남성,60대+,like,1,0.27
inffol-2171,inf-0111,2026-06-01,여성,10대,like,3,0.82
inffol-2172,inf-0111,2026-06-01,여성,20대,like,66,17.98
inffol-2173,inf-0111,2026-06-01,여성,30대,like,114,31.06
inffol-2174,inf-0111,2026-06-01,여성,40대,like,17,4.63
inffol-2175,inf-0111,2026-06-01,여성,50대,like,1,0.27
inffol-2176,inf-0111,2026-06-01,여성,60대+,like,5,1.36
inffol-2177,inf-0111,2026-06-01,남성,10대,comment,1,0.27
inffol-2178,inf-0111,2026-06-01,남성,20대,comment,7,1.91
inffol-2179,inf-0111,2026-06-01,남성,30대,comment,9,2.45
inffol-2180,inf-0111,2026-06-01,남성,40대,comment,2,0.54
inffol-2181,inf-0111,2026-06-01,여성,10대,comment,2,0.54
inffol-2182,inf-0111,2026-06-01,여성,20대,comment,20,5.45
inffol-2183,inf-0111,2026-06-01,여성,30대,comment,38,10.35
inffol-2184,inf-0111,2026-06-01,여성,40대,comment,3,0.82
inffol-2185,inf-0111,2026-06-01,여성,60대+,comment,1,0.27
inffol-2186,inf-0112,2026-06-01,남성,10대,like,8,0.68
inffol-2187,inf-0112,2026-06-01,남성,20대,like,152,12.9
inffol-2188,inf-0112,2026-06-01,남성,30대,like,226,19.19
inffol-2189,inf-0112,2026-06-01,남성,40대,like,23,1.95
inffol-2190,inf-0112,2026-06-01,남성,50대,like,5,0.42
inffol-2191,inf-0112,2026-06-01,남성,60대+,like,5,0.42
inffol-2192,inf-0112,2026-06-01,여성,10대,like,11,0.93
inffol-2193,inf-0112,2026-06-01,여성,20대,like,161,13.67
inffol-2194,inf-0112,2026-06-01,여성,30대,like,186,15.79
inffol-2195,inf-0112,2026-06-01,여성,40대,like,59,5.01
inffol-2196,inf-0112,2026-06-01,여성,50대,like,4,0.34
inffol-2197,inf-0112,2026-06-01,여성,60대+,like,1,0.08
inffol-2198,inf-0112,2026-06-01,남성,10대,comment,3,0.25
inffol-2199,inf-0112,2026-06-01,남성,20대,comment,56,4.75
inffol-2200,inf-0112,2026-06-01,남성,30대,comment,88,7.47
inffol-2201,inf-0112,2026-06-01,남성,40대,comment,10,0.85
inffol-2202,inf-0112,2026-06-01,남성,50대,comment,2,0.17
inffol-2203,inf-0112,2026-06-01,남성,60대+,comment,2,0.17
inffol-2204,inf-0112,2026-06-01,여성,10대,comment,6,0.51
inffol-2205,inf-0112,2026-06-01,여성,20대,comment,68,5.77
inffol-2206,inf-0112,2026-06-01,여성,30대,comment,81,6.88
inffol-2207,inf-0112,2026-06-01,여성,40대,comment,16,1.36
inffol-2208,inf-0112,2026-06-01,여성,50대,comment,2,0.17
inffol-2209,inf-0112,2026-06-01,여성,60대+,comment,3,0.25
inffol-2210,inf-0113,2026-06-01,남성,10대,like,1,0.12
inffol-2211,inf-0113,2026-06-01,남성,20대,like,144,17.96
inffol-2212,inf-0113,2026-06-01,남성,30대,like,30,3.74
inffol-2213,inf-0113,2026-06-01,남성,40대,like,56,6.98
inffol-2214,inf-0113,2026-06-01,남성,50대,like,161,20.07
inffol-2215,inf-0113,2026-06-01,여성,10대,like,1,0.12
inffol-2216,inf-0113,2026-06-01,여성,20대,like,34,4.24
inffol-2217,inf-0113,2026-06-01,여성,30대,like,7,0.87
inffol-2218,inf-0113,2026-06-01,여성,40대,like,14,1.75
inffol-2219,inf-0113,2026-06-01,여성,50대,like,25,3.12
inffol-2220,inf-0113,2026-06-01,남성,20대,comment,103,12.84
inffol-2221,inf-0113,2026-06-01,남성,30대,comment,22,2.74
inffol-2222,inf-0113,2026-06-01,남성,40대,comment,47,5.86
inffol-2223,inf-0113,2026-06-01,남성,50대,comment,86,10.72
inffol-2224,inf-0113,2026-06-01,여성,20대,comment,29,3.62
inffol-2225,inf-0113,2026-06-01,여성,30대,comment,6,0.75
inffol-2226,inf-0113,2026-06-01,여성,40대,comment,14,1.75
inffol-2227,inf-0113,2026-06-01,여성,50대,comment,22,2.74
inffol-2228,inf-0114,2026-06-01,남성,10대,like,3,0.26
inffol-2229,inf-0114,2026-06-01,남성,20대,like,154,13.23
inffol-2230,inf-0114,2026-06-01,남성,30대,like,50,4.3
inffol-2231,inf-0114,2026-06-01,남성,40대,like,136,11.68
inffol-2232,inf-0114,2026-06-01,남성,50대,like,144,12.37
inffol-2233,inf-0114,2026-06-01,남성,60대+,like,1,0.09
inffol-2234,inf-0114,2026-06-01,여성,10대,like,4,0.34
inffol-2235,inf-0114,2026-06-01,여성,20대,like,68,5.84
inffol-2236,inf-0114,2026-06-01,여성,30대,like,26,2.23
inffol-2237,inf-0114,2026-06-01,여성,40대,like,42,3.61
inffol-2238,inf-0114,2026-06-01,여성,50대,like,39,3.35
inffol-2239,inf-0114,2026-06-01,남성,10대,comment,4,0.34
inffol-2240,inf-0114,2026-06-01,남성,20대,comment,121,10.4
inffol-2241,inf-0114,2026-06-01,남성,30대,comment,39,3.35
inffol-2242,inf-0114,2026-06-01,남성,40대,comment,95,8.16
inffol-2243,inf-0114,2026-06-01,남성,50대,comment,116,9.97
inffol-2244,inf-0114,2026-06-01,여성,10대,comment,1,0.09
inffol-2245,inf-0114,2026-06-01,여성,20대,comment,43,3.69
inffol-2246,inf-0114,2026-06-01,여성,30대,comment,13,1.12
inffol-2247,inf-0114,2026-06-01,여성,40대,comment,35,3.01
inffol-2248,inf-0114,2026-06-01,여성,50대,comment,30,2.58
inffol-2249,inf-0115,2026-06-01,남성,20대,like,47,6.48
inffol-2250,inf-0115,2026-06-01,남성,30대,like,58,8.0
inffol-2251,inf-0115,2026-06-01,남성,40대,like,19,2.62
inffol-2252,inf-0115,2026-06-01,남성,50대,like,2,0.28
inffol-2253,inf-0115,2026-06-01,여성,20대,like,89,12.28
inffol-2254,inf-0115,2026-06-01,여성,30대,like,120,16.55
inffol-2255,inf-0115,2026-06-01,여성,40대,like,28,3.86
inffol-2256,inf-0115,2026-06-01,여성,50대,like,6,0.83
inffol-2257,inf-0115,2026-06-01,여성,60대+,like,1,0.14
inffol-2258,inf-0115,2026-06-01,남성,20대,comment,49,6.76
inffol-2259,inf-0115,2026-06-01,남성,30대,comment,57,7.86
inffol-2260,inf-0115,2026-06-01,남성,40대,comment,24,3.31
inffol-2261,inf-0115,2026-06-01,남성,50대,comment,2,0.28
inffol-2262,inf-0115,2026-06-01,남성,60대+,comment,1,0.14
inffol-2263,inf-0115,2026-06-01,여성,20대,comment,72,9.93
inffol-2264,inf-0115,2026-06-01,여성,30대,comment,116,16.0
inffol-2265,inf-0115,2026-06-01,여성,40대,comment,25,3.45
inffol-2266,inf-0115,2026-06-01,여성,50대,comment,7,0.97
inffol-2267,inf-0115,2026-06-01,여성,60대+,comment,2,0.28
inffol-2268,inf-0116,2026-06-01,남성,10대,like,1,0.11
inffol-2269,inf-0116,2026-06-01,남성,20대,like,19,2.18
inffol-2270,inf-0116,2026-06-01,남성,30대,like,4,0.46
inffol-2271,inf-0116,2026-06-01,남성,40대,like,1,0.11
inffol-2272,inf-0116,2026-06-01,남성,50대,like,12,1.38
inffol-2273,inf-0116,2026-06-01,남성,60대+,like,1,0.11
inffol-2274,inf-0116,2026-06-01,여성,10대,like,24,2.75
inffol-2275,inf-0116,2026-06-01,여성,20대,like,353,40.48
inffol-2276,inf-0116,2026-06-01,여성,30대,like,99,11.35
inffol-2277,inf-0116,2026-06-01,여성,40대,like,37,4.24
inffol-2278,inf-0116,2026-06-01,여성,50대,like,212,24.31
inffol-2279,inf-0116,2026-06-01,여성,60대+,like,6,0.69
inffol-2280,inf-0116,2026-06-01,남성,20대,comment,3,0.34
inffol-2281,inf-0116,2026-06-01,남성,30대,comment,1,0.11
inffol-2282,inf-0116,2026-06-01,남성,50대,comment,4,0.46
inffol-2283,inf-0116,2026-06-01,여성,10대,comment,3,0.34
inffol-2284,inf-0116,2026-06-01,여성,20대,comment,35,4.01
inffol-2285,inf-0116,2026-06-01,여성,30대,comment,14,1.61
inffol-2286,inf-0116,2026-06-01,여성,40대,comment,6,0.69
inffol-2287,inf-0116,2026-06-01,여성,50대,comment,36,4.13
inffol-2288,inf-0116,2026-06-01,여성,60대+,comment,1,0.11
inffol-2289,inf-0117,2026-06-01,남성,10대,like,49,2.95
inffol-2290,inf-0117,2026-06-01,남성,20대,like,185,11.13
inffol-2291,inf-0117,2026-06-01,남성,30대,like,53,3.19
inffol-2292,inf-0117,2026-06-01,남성,40대,like,22,1.32
inffol-2293,inf-0117,2026-06-01,남성,50대,like,149,8.97
inffol-2294,inf-0117,2026-06-01,남성,60대+,like,37,2.23
inffol-2295,inf-0117,2026-06-01,여성,10대,like,48,2.89
inffol-2296,inf-0117,2026-06-01,여성,20대,like,144,8.66
inffol-2297,inf-0117,2026-06-01,여성,30대,like,72,4.33
inffol-2298,inf-0117,2026-06-01,여성,40대,like,22,1.32
inffol-2299,inf-0117,2026-06-01,여성,50대,like,139,8.36
inffol-2300,inf-0117,2026-06-01,여성,60대+,like,76,4.57
inffol-2301,inf-0117,2026-06-01,남성,10대,comment,37,2.23
inffol-2302,inf-0117,2026-06-01,남성,20대,comment,117,7.04
inffol-2303,inf-0117,2026-06-01,남성,30대,comment,28,1.68
inffol-2304,inf-0117,2026-06-01,남성,40대,comment,15,0.9
inffol-2305,inf-0117,2026-06-01,남성,50대,comment,97,5.84
inffol-2306,inf-0117,2026-06-01,남성,60대+,comment,35,2.11
inffol-2307,inf-0117,2026-06-01,여성,10대,comment,35,2.11
inffol-2308,inf-0117,2026-06-01,여성,20대,comment,113,6.8
inffol-2309,inf-0117,2026-06-01,여성,30대,comment,43,2.59
inffol-2310,inf-0117,2026-06-01,여성,40대,comment,16,0.96
inffol-2311,inf-0117,2026-06-01,여성,50대,comment,84,5.05
inffol-2312,inf-0117,2026-06-01,여성,60대+,comment,46,2.77
inffol-2313,inf-0118,2026-06-01,남성,10대,like,4,1.28
inffol-2314,inf-0118,2026-06-01,남성,20대,like,29,9.27
inffol-2315,inf-0118,2026-06-01,남성,30대,like,8,2.56
inffol-2316,inf-0118,2026-06-01,남성,40대,like,3,0.96
inffol-2317,inf-0118,2026-06-01,남성,50대,like,6,1.92
inffol-2318,inf-0118,2026-06-01,남성,60대+,like,1,0.32
inffol-2319,inf-0118,2026-06-01,여성,10대,like,7,2.24
inffol-2320,inf-0118,2026-06-01,여성,20대,like,52,16.61
inffol-2321,inf-0118,2026-06-01,여성,30대,like,22,7.03
inffol-2322,inf-0118,2026-06-01,여성,40대,like,3,0.96
inffol-2323,inf-0118,2026-06-01,여성,50대,like,21,6.71
inffol-2324,inf-0118,2026-06-01,여성,60대+,like,1,0.32
inffol-2325,inf-0118,2026-06-01,남성,20대,comment,33,10.54
inffol-2326,inf-0118,2026-06-01,남성,30대,comment,9,2.88
inffol-2327,inf-0118,2026-06-01,남성,40대,comment,5,1.6
inffol-2328,inf-0118,2026-06-01,남성,50대,comment,11,3.51
inffol-2329,inf-0118,2026-06-01,여성,10대,comment,9,2.88
inffol-2330,inf-0118,2026-06-01,여성,20대,comment,50,15.97
inffol-2331,inf-0118,2026-06-01,여성,30대,comment,19,6.07
inffol-2332,inf-0118,2026-06-01,여성,40대,comment,6,1.92
inffol-2333,inf-0118,2026-06-01,여성,50대,comment,13,4.15
inffol-2334,inf-0118,2026-06-01,여성,60대+,comment,1,0.32
inffol-2335,inf-0119,2026-06-01,남성,10대,like,14,0.94
inffol-2336,inf-0119,2026-06-01,남성,20대,like,420,28.23
inffol-2337,inf-0119,2026-06-01,남성,30대,like,54,3.63
inffol-2338,inf-0119,2026-06-01,남성,40대,like,125,8.4
inffol-2339,inf-0119,2026-06-01,남성,50대,like,4,0.27
inffol-2340,inf-0119,2026-06-01,여성,10대,like,11,0.74
inffol-2341,inf-0119,2026-06-01,여성,20대,like,192,12.9
inffol-2342,inf-0119,2026-06-01,여성,30대,like,11,0.74
inffol-2343,inf-0119,2026-06-01,여성,40대,like,42,2.82
inffol-2344,inf-0119,2026-06-01,여성,50대,like,2,0.13
inffol-2345,inf-0119,2026-06-01,남성,10대,comment,10,0.67
inffol-2346,inf-0119,2026-06-01,남성,20대,comment,308,20.7
inffol-2347,inf-0119,2026-06-01,남성,30대,comment,48,3.23
inffol-2348,inf-0119,2026-06-01,남성,40대,comment,68,4.57
inffol-2349,inf-0119,2026-06-01,남성,50대,comment,1,0.07
inffol-2350,inf-0119,2026-06-01,여성,10대,comment,5,0.34
inffol-2351,inf-0119,2026-06-01,여성,20대,comment,118,7.93
inffol-2352,inf-0119,2026-06-01,여성,30대,comment,21,1.41
inffol-2353,inf-0119,2026-06-01,여성,40대,comment,32,2.15
inffol-2354,inf-0119,2026-06-01,여성,50대,comment,2,0.13
inffol-2355,inf-0120,2026-06-01,남성,10대,like,11,1.1
inffol-2356,inf-0120,2026-06-01,남성,20대,like,160,15.95
inffol-2357,inf-0120,2026-06-01,남성,30대,like,148,14.76
inffol-2358,inf-0120,2026-06-01,남성,40대,like,50,4.99
inffol-2359,inf-0120,2026-06-01,남성,50대,like,21,2.09
inffol-2360,inf-0120,2026-06-01,남성,60대+,like,28,2.79
inffol-2361,inf-0120,2026-06-01,여성,10대,like,4,0.4
inffol-2362,inf-0120,2026-06-01,여성,20대,like,168,16.75
inffol-2363,inf-0120,2026-06-01,여성,30대,like,135,13.46
inffol-2364,inf-0120,2026-06-01,여성,40대,like,54,5.38
inffol-2365,inf-0120,2026-06-01,여성,50대,like,20,1.99
inffol-2366,inf-0120,2026-06-01,여성,60대+,like,43,4.29
inffol-2367,inf-0120,2026-06-01,남성,10대,comment,2,0.2
inffol-2368,inf-0120,2026-06-01,남성,20대,comment,32,3.19
inffol-2369,inf-0120,2026-06-01,남성,30대,comment,25,2.49
inffol-2370,inf-0120,2026-06-01,남성,40대,comment,5,0.5
inffol-2371,inf-0120,2026-06-01,남성,50대,comment,2,0.2
inffol-2372,inf-0120,2026-06-01,남성,60대+,comment,9,0.9
inffol-2373,inf-0120,2026-06-01,여성,20대,comment,44,4.39
inffol-2374,inf-0120,2026-06-01,여성,30대,comment,24,2.39
inffol-2375,inf-0120,2026-06-01,여성,40대,comment,11,1.1
inffol-2376,inf-0120,2026-06-01,여성,50대,comment,3,0.3
inffol-2377,inf-0120,2026-06-01,여성,60대+,comment,4,0.4
inffol-2378,inf-0121,2026-06-01,남성,10대,like,29,3.8
inffol-2379,inf-0121,2026-06-01,남성,20대,like,70,9.16
inffol-2380,inf-0121,2026-06-01,남성,30대,like,41,5.37
inffol-2381,inf-0121,2026-06-01,남성,40대,like,69,9.03
inffol-2382,inf-0121,2026-06-01,남성,50대,like,69,9.03
inffol-2383,inf-0121,2026-06-01,여성,10대,like,14,1.83
inffol-2384,inf-0121,2026-06-01,여성,20대,like,42,5.5
inffol-2385,inf-0121,2026-06-01,여성,30대,like,24,3.14
inffol-2386,inf-0121,2026-06-01,여성,40대,like,44,5.76
inffol-2387,inf-0121,2026-06-01,여성,50대,like,60,7.85
inffol-2388,inf-0121,2026-06-01,남성,10대,comment,18,2.36
inffol-2389,inf-0121,2026-06-01,남성,20대,comment,38,4.97
inffol-2390,inf-0121,2026-06-01,남성,30대,comment,29,3.8
inffol-2391,inf-0121,2026-06-01,남성,40대,comment,49,6.41
inffol-2392,inf-0121,2026-06-01,남성,50대,comment,45,5.89
inffol-2393,inf-0121,2026-06-01,여성,10대,comment,8,1.05
inffol-2394,inf-0121,2026-06-01,여성,20대,comment,37,4.84
inffol-2395,inf-0121,2026-06-01,여성,30대,comment,12,1.57
inffol-2396,inf-0121,2026-06-01,여성,40대,comment,25,3.27
inffol-2397,inf-0121,2026-06-01,여성,50대,comment,41,5.37
inffol-2398,inf-0122,2026-06-01,남성,20대,like,447,28.58
inffol-2399,inf-0122,2026-06-01,남성,30대,like,50,3.2
inffol-2400,inf-0122,2026-06-01,남성,40대,like,178,11.38
inffol-2401,inf-0122,2026-06-01,남성,50대,like,1,0.06
inffol-2402,inf-0122,2026-06-01,남성,60대+,like,27,1.73
inffol-2403,inf-0122,2026-06-01,여성,20대,like,126,8.06
inffol-2404,inf-0122,2026-06-01,여성,30대,like,24,1.53
inffol-2405,inf-0122,2026-06-01,여성,40대,like,52,3.32
inffol-2406,inf-0122,2026-06-01,여성,50대,like,3,0.19
inffol-2407,inf-0122,2026-06-01,여성,60대+,like,5,0.32
inffol-2408,inf-0122,2026-06-01,남성,10대,comment,1,0.06
inffol-2409,inf-0122,2026-06-01,남성,20대,comment,318,20.33
